id,name,subtitle,kind,start,end,includeStart,includeEnd,tags,color,html,deck,image
352353394684109,"Emmanuel Kant, <u><i>Vers la paix perpétuelle</i></u>",Rendre publique une politique juste,point,1795,,true,true,"[""Référence""]",#25AEB1,"<div><p>Kant fait de la publicité un critère de justice politique : une maxime qui ne pourrait être rendue publique sans faire échouer son propre but est suspecte. Dans les relations internationales, cette exigence s’oppose aux clauses secrètes, aux manœuvres et aux politiques qui ne peuvent être assumées devant les citoyens. La publicité relie ainsi droit, responsabilité et possibilité d’une paix durable.</p></div>","[""ICT::3 - Compo::Arte - Idées larges::03_Transparence, secret et publicité""]",[]
714812645741454,"Joseph de Maistre, <u><i>Considérations sur la France</i></u>",Contre l’homme abstrait des révolutionnaires,point,1797,,true,true,"[""Référence""]",#25AEB1,"<div><p>De Maistre attaque l’universalisme révolutionnaire en refusant l’idée d’un « homme » abstrait détaché de toute histoire. Les individus existent, selon lui, à travers des peuples, des traditions, des religions et des institutions particulières. Sa critique sert de contrepoint conservateur aux droits universels proclamés par la Révolution.</p></div>","[""ICT::3 - Compo::Arte - Idées larges::06_Universalisme (Yala Kisukidi)""]",[]
159331490974021,"Code civil : famille, autorité maritale et succession","Égalité successorale, subordination conjugale",point,21/03/1804,,true,true,"[""Loi""]",#E45AA6,"<div><p>Le Code civil affirme l’égalité successorale entre descendants directs, sans primogéniture masculine, mais organise en même temps une forte hiérarchie conjugale. La femme mariée est juridiquement subordonnée au mari et dispose d’une autonomie limitée. La même codification combine donc un principe d’égalité entre enfants dans la succession et un ordre familial profondément inégal entre époux.</p></div>","[""ICT::3 - Compo::Arte - Idées larges::0911_Famille (Sibylle Gollac)"",""ICT::3 - Compo::Arte - Idées larges::01_Féminisme (Maud Simonet)""]",[]
138877914502782,Mouvement luddite,Résister aux machines et à leur usage,period,1811,1816,true,true,"[""Évènement""]",#3D7BE0,"<div><p>Les luddites ne détruisent pas les machines par simple hostilité à la technique. Ils visent des équipements et des usages associés à la baisse des salaires, à la déqualification, au chômage ou à la rupture de règles du métier. La contestation porte donc sur la manière dont l’innovation redistribue le pouvoir dans le travail.</p></div>","[""ICT::3 - Compo::Arte - Idées larges::08_Innovation (François Jarrige)""]",[]
681319375657050,"Johann Gottlieb Fichte, <u><i>Doctrine du droit de 1812</i></u>",Propriété comme capacité d’agir,point,1812,,true,true,"[""Référence""]",#25AEB1,"<div><p>Fichte pense la propriété moins comme possession absolue d’une chose que comme droit d’exercer une activité permettant de vivre. L’agriculteur possède d’abord la possibilité de cultiver ; les fruits de son activité peuvent être transmis, sans que le droit sur le moyen de production soit nécessairement conçu comme illimité. Cette conception permet d’imaginer un État garantissant à chacun activité, revenu et sécurité matérielle plutôt que laissant toute protection dépendre du patrimoine familial.</p></div>","[""ICT::3 - Compo::Arte - Idées larges::0910_Héritage (Mélanie Plouviez)""]",[]
921617282402945,Abolition du divorce sous la Restauration,Retour à l’indissolubilité du mariage,point,08/05/1816,,true,true,"[""Loi""]",#E45AA6,"<div><p>La loi Bonald du 8 mai 1816 supprime le divorce rétabli par la Révolution. Sous la Restauration, le mariage civil redevient juridiquement indissoluble ; cette interdiction restera en vigueur jusqu’à la loi Naquet de 1884.</p></div>","[""ICT::3 - Compo::Arte - Idées larges::01_Féminisme (Maud Simonet)""]",[]
650363931855768,Joseph Jacotot à Louvain : l’« enseignement universel »,Apprendre sans maître explicateur,point,1818,,true,true,"[""Évènement""]",#3D7BE0,"<div><p>À Louvain, Jacotot doit enseigner à des étudiants flamands sans partager leur langue. À partir d’une édition bilingue de <i>Télémaque</i>, ils apprennent sans explication magistrale. Rancière fait de cette expérience le point de départ de l’« enseignement universel » : l’émancipation suppose de partir de l’égalité des intelligences plutôt que d’organiser leur hiérarchie.</p></div>","[""ICT::3 - Compo::Arte - Idées larges::05_Intelligence (Jacques Rancière)""]",[]
663707252452662,"Eugène Delacroix, <u><i>La Mort de Sardanapale</i></u>",Orientalisme romantique et regard européen,point,1827,,true,true,"[""Référence""]",#25AEB1,"<div><p>Delacroix imagine la fin du souverain assyrien Sardanapale au milieu d’un déchaînement de corps, de richesses, de violence et de sensualité. Cette rupture avec l’ordre néoclassique affirme une esthétique romantique, mais elle construit aussi un Orient rêvé, cruel et voluptueux : l’altérité orientale est produite par le regard européen autant qu’elle est représentée.</p></div>","[""ICT::3 - Compo::Arte - Idées larges::06_Universalisme (Yala Kisukidi)""]","[""ict_timeline_media/12-586774-1300x1008.jpg""]"
745104993760839,"Charles-Joseph Traviès, <u><i>Peuple affranchi dont le bonheur commence</i></u>",Chômage ouvrier et désillusion révolutionnaire,point,1831,,true,true,"[""Référence""]",#25AEB1,"<div><p>Traviès montre un peuple pauvre et désenchanté après les journées révolutionnaires de 1830. Loin de l’héroïsation du peuple insurgé, la lithographie insiste sur le chômage, l’attente et la précarité des classes populaires. Elle participe à la mise en visibilité de la « question sociale » au moment où les promesses politiques de la révolution contrastent avec la persistance de la misère ouvrière.</p></div>","[""ICT::3 - Compo::Arte - Idées larges::04_Pauvreté (Daniel Zamora)""]","[""ict_timeline_media/travies-peuple-affranchi.jpg""]"
769578909408713,Première révolte des canuts,Le tarif des façons au cœur du soulèvement,period,21/11/1831,24/11/1831,true,true,"[""Évènement""]",#3D7BE0,"<div><p>Les canuts lyonnais se soulèvent pour défendre un tarif minimal des façons face à la baisse des prix imposée par les négociants. La mobilisation part d’un conflit sur la rémunération et les règles du métier, puis prend le contrôle d’une partie de Lyon avant l’intervention de l’armée.</p></div>","[""ICT::3 - Compo::Arte - Idées larges::04_Pauvreté (Daniel Zamora)""]",[]
549988987453336,"Charles-Joseph Traviès, <u><i>L’ordre le plus parfait règne aussi dans Lyon</i></u>",Satiriser l’ordre après la répression,point,1832,,true,true,"[""Référence""]",#25AEB1,"<div><p>Après l’insurrection lyonnaise de novembre 1831, Traviès détourne ironiquement la formule de l’« ordre » rétabli. Un garde national domine une scène d’ouvriers pauvres : la répression a restauré l’autorité sans résoudre les causes sociales du conflit. La caricature fait ainsi de l’ordre public lui-même un objet de satire politique.</p></div>","[""ICT::3 - Compo::Arte - Idées larges::04_Pauvreté (Daniel Zamora)""]","[""ict_timeline_media/travies-ordre-regne.jpg""]"
464865583134970,Deuxième révolte des canuts,Insurrection sociale et répression lyonnaise,period,09/04/1834,15/04/1834,true,true,"[""Évènement""]",#3D7BE0,"<div><p>La seconde insurrection des canuts mêle revendications ouvrières, répression des organisations et opposition politique. Les combats d’avril 1834 dépassent la seule question du tarif et sont violemment réprimés, faisant de Lyon un foyer majeur de la conflictualité sociale du XIXe siècle.</p></div>","[""ICT::3 - Compo::Arte - Idées larges::04_Pauvreté (Daniel Zamora)""]",[]
868900962946618,"Alexis de Tocqueville, <u><i>De la démocratie en Amérique</i></u>",L’égalité rend les différences plus sensibles,period,1835,1840,true,true,"[""Référence""]",#25AEB1,"<div><p>Tocqueville observe que la passion de l’égalité peut rendre les différences restantes d’autant plus sensibles qu’elles deviennent moins nombreuses. Dans une société qui proclame l’égalité des conditions, un privilège résiduel apparaît plus difficile à justifier qu’au sein d’un ordre ouvertement hiérarchique. Cette dynamique aide à comprendre pourquoi l’exclusion politique ou civile des femmes devient progressivement plus contestable lorsque l’égalité s’impose comme norme démocratique.</p></div>","[""ICT::3 - Compo::Arte - Idées larges::01_Féminisme (Maud Simonet)""]",[]
666843468172137,"Louis-René Villermé, <u><i>Tableau de l’état physique et moral des ouvriers</i></u>",Enquêter sur la misère ouvrière,point,1840,,true,true,"[""Référence""]",#25AEB1,"<div><p>Villermé documente les conditions de vie et de travail des ouvriers de l’industrie textile : très longues journées, emploi précoce des enfants, faibles salaires et logements insalubres. L’enquête transforme la misère ouvrière en objet d’observation sociale et fournit des arguments à l’intervention publique. L’industrialisation fait ainsi émerger une « question sociale » qui ne peut plus être réduite aux seuls contrats privés entre employeurs et travailleurs.</p></div>","[""ICT::3 - Compo::Arte - Idées larges::02_Travail (Marie-Anne Dujarier)""]",[]
786687738160273,Loi sur le travail des enfants dans les manufactures,Premier encadrement national du travail enfantin,point,22/03/1841,,true,true,"[""Loi""]",#E45AA6,"<div><p>La loi du 22 mars 1841 constitue le premier grand encadrement national du travail des enfants dans les manufactures françaises. Elle fixe des âges minimaux et limite la durée du travail pour les plus jeunes dans certains établissements. Même imparfaitement appliquée, elle marque l’entrée de la puissance publique dans une relation de travail jusque-là largement laissée à l’autorité patronale et familiale.</p></div>","[""ICT::3 - Compo::Arte - Idées larges::04_Pauvreté (Daniel Zamora)""]",[]
533780887337522,"Karl Marx, <u><i>Zur Judenfrage / Sur la question juive</i></u>",Émancipation politique et limites des droits formels,point,1844,,true,true,"[""Référence""]",#25AEB1,"<div><p>Marx distingue l’émancipation politique de l’émancipation humaine. L’égalité juridique et les droits individuels constituent un progrès, mais ils peuvent coexister avec les séparations sociales, la propriété privée et l’exploitation. Sa critique vise donc les limites d’un universalisme seulement formel, sans rejeter l’émancipation politique elle-même.</p></div>","[""ICT::3 - Compo::Arte - Idées larges::06_Universalisme (Yala Kisukidi)""]",[]
239547273546339,"Alexis de Tocqueville, <u><i>L’Ancien Régime et la Révolution</i></u>",Révolution et continuité de la centralisation,point,1856,,true,true,"[""Référence""]",#25AEB1,"<div><p>Tocqueville insiste sur les continuités administratives entre monarchie et Révolution. La rupture de 1789 abolit privilèges et ordres, mais elle ne détruit pas la centralisation construite sous l’Ancien Régime ; elle en reprend une partie des instruments et peut même les renforcer. Une révolution politique peut donc transformer les principes de légitimité tout en conservant des structures de gouvernement plus anciennes.</p></div>","[""ICT::3 - Compo::Arte - Idées larges::05_Intelligence (Jacques Rancière)""]",[]
654312699302707,"Jean-François Millet, <u><i>Des glaneuses</i></u>",Pauvreté rurale et droits de glanage,point,1857,,true,true,"[""Référence""]",#25AEB1,"<div><p>Trois femmes ramassent les épis laissés après la moisson, dans un paysage où l’abondance de la récolte contraste avec leur pauvreté. Le glanage est un droit d’usage de subsistance, mais un droit encadré : les glaneuses n’accèdent qu’aux restes après le prélèvement principal. Millet rend donc visibles à la fois le labeur féminin, la pauvreté rurale et la dépendance de l’accès aux ressources aux règles de propriété.</p></div>","[""ICT::3 - Compo::Arte - Idées larges::04_Pauvreté (Daniel Zamora)""]","[""ict_timeline_media/images-b5e3482add04ce5d266f87d6d01cb5eb470afc6a.jpg""]"
905516442093728,"François Bonhommé, <u><i>Mine de houille de Blanzy. Groupe de Theuré-Montmaillot</i></u>",Peindre les infrastructures de l’industrialisation,point,1857,,true,true,"[""Référence""]",#25AEB1,"<div><p>Bonhommé représente un paysage où parcelles agricoles, canal, cheminées et installations minières coexistent. L’industrialisation n’efface pas d’un coup le monde rural : elle s’y superpose et transforme progressivement les territoires. La précision documentaire de la scène rend visibles les infrastructures, la vapeur et les nouvelles organisations productives qui accompagnent l’essor minier.</p></div>","[""ICT::3 - Compo::Arte - Idées larges::08_Innovation (François Jarrige)""]","[""ict_timeline_media/pon3_bonhomme_002f-7012b3e7c143101b62765ec5f9fbbfc30422eb5f.jpg""]"
716224328978310,"Jules Breton, <u><i>La Bénédiction des blés en Artois</i></u>",Le blé comme ordre social rural,point,1857,,true,true,"[""Référence""]",#25AEB1,"<div><p>Breton représente une procession des Rogations traversant les champs d’Artois pour demander la bénédiction des récoltes. Le blé y est inséré dans un ordre collectif où agriculture, religion, hiérarchies locales et cycle des saisons restent étroitement liés. Avant d’être une marchandise mondiale standardisée, la céréale est aussi nourriture, paysage et institution sociale.</p></div>","[""ICT::3 - Compo::Arte - Idées larges::0915_Blé (Alessandro Stanziani)""]",[]
401973703619044,"François Bonhommé, <u><i>Le Monde souterrain. Descente d’un cheval dans la mine</i></u>",Travail animal dans la mine,point,1866,,true,true,"[""Référence""]",#25AEB1,"<div><p>Bonhommé représente la descente d’un cheval dans la mine, où l’animal sera employé à la traction des wagonnets. Le monde industriel reste donc dépendant d’une force animale organisée, entraînée et durablement intégrée au travail minier. L’œuvre montre que les régimes énergétiques se superposent : la machine à vapeur et le charbon ne remplacent pas instantanément le travail des hommes et des animaux.</p></div>","[""ICT::3 - Compo::Arte - Idées larges::08_Innovation (François Jarrige)""]","[""ict_timeline_media/pon3_bonhomme_001f.jpg""]"
839433301651209,"Berthe Morisot, <u><i>Le Berceau</i></u>",Care maternel et assignation domestique,point,1872,,true,true,"[""Référence""]",#25AEB1,"<div><p>Morisot peint sa sœur Edma veillant sa fille Blanche. Le regard, la main qui soulève le voile et la proximité du berceau organisent une scène de soin silencieux. La toile donne une dignité picturale à l’attention maternelle tout en montrant ce temps domestique de présence, de vigilance et de care que l’ordre familial assigne très largement aux femmes.</p></div>","[""ICT::3 - Compo::Arte - Idées larges::0914_Labeur (Arendt et Genel)""]","[""ict_timeline_media/a-morisot-berceau.jpg""]"
